fcu_oveTSup_u,fcu_oveFan_u,zon_reaTRooAir_y,zon_weaSta_reaWeaTDryBul_y,time
299.14218359823684,0.3571059433139074,296.3603924320486,268.7684126984127,28874400
296.8743564570002,0.2704730308982273,294.9099268645052,268.75821428571425,28874700
298.1075483788067,0.0704730308982272,294.0115868931332,268.7515873015873,28875000
306.1075483788067,0.1969351413125872,295.0121642687952,268.7487698412698,28875300
298.1075483788067,0.3969351413125873,294.7568764208228,268.75,28875600
290.1075483788067,0.2234367868461163,292.99409812118694,268.7536545138889,28875900
298.1075483788067,0.4234367868461163,294.0921442617231,268.7579861111111,28876200
293.6101591479441,0.5325501934769612,293.23416054821007,268.763046875,28876500
289.4239108976538,0.4137231708859227,291.83933122778905,268.76888888888885,28876800
297.4239108976538,0.5157067079828982,293.70603505090435,268.7755642361111,28877100
305.4239108976538,0.3157067079828982,295.4691648117914,268.783125,28877400
312.5996700358716,0.5157067079828982,299.33388979721246,268.7916232638889,28877700
304.5996700358716,0.685201462120907,298.6112685407449,268.8011111111111,28878000
296.5996700358716,0.485201462120907,295.50083609175846,268.811640625,28878300
304.5996700358716,0.5171207889426933,297.1088903318703,268.82326388888885,28878600
310.7743372310899,0.7171207889426934,300.58373795245586,268.8360329861111,28878900
302.7743372310899,0.8412027720804419,298.6205283795075,268.85,28879200
